parlamentar.id,parlamentar.uri,parlamentar.nome,parlamentar.siglaPartido,parlamentar.uriPartido,parlamentar.siglaUf,parlamentar.idLegislatura,parlamentar.email,parlamentar.urlFoto,titulo,bancada.tipo,bancada.nome,bancada.uri,dataInicio,dataFim
74584,https://dadosabertos.camara.leg.br/api/v2/deputados/74584,JOSÉ MILITÃO,PTB,https://dadosabertos.camara.leg.br/api/v2/partidos/36845,MG,52,,https://www.camara.leg.br/internet/deputado/bandep/74584.jpgmaior.jpg,Vice-Líder,Partido Político,PTB,https://dadosabertos.camara.leg.br/api/v2/partidos/36845,2003-02-19,2004-03-24
74295,https://dadosabertos.camara.leg.br/api/v2/deputados/74295,INÁCIO ARRUDA,PCdoB,https://dadosabertos.camara.leg.br/api/v2/partidos/36779,CE,52,,https://www.camara.leg.br/internet/deputado/bandep/74295.jpgmaior.jpg,Líder,Partido Político,PCdoB,https://dadosabertos.camara.leg.br/api/v2/partidos/36779,2003-02-19,2004-02-12
74230,https://dadosabertos.camara.leg.br/api/v2/deputados/74230,COLBERT MARTINS,PMDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36800,BA,52,,https://www.camara.leg.br/internet/deputado/bandep/74230.jpgmaior.jpg,1º Vice-Líder,Partido Político,PPS,https://dadosabertos.camara.leg.br/api/v2/partidos/36813,2003-02-19,2004-03-10
73907,https://dadosabertos.camara.leg.br/api/v2/deputados/73907,NELSON PROENÇA,PPS,https://dadosabertos.camara.leg.br/api/v2/partidos/36813,RS,52,,https://www.camara.leg.br/internet/deputado/bandep/73907.jpgmaior.jpg,Vice-Líder,Partido Político,PPS,https://dadosabertos.camara.leg.br/api/v2/partidos/36813,2003-02-19,2004-03-10
74299,https://dadosabertos.camara.leg.br/api/v2/deputados/74299,LEÔNIDAS CRISTINO,PPS,https://dadosabertos.camara.leg.br/api/v2/partidos/36813,CE,52,,https://www.camara.leg.br/internet/deputado/bandep/74299.jpgmaior.jpg,Vice-Líder,Partido Político,PPS,https://dadosabertos.camara.leg.br/api/v2/partidos/36813,2003-02-19,2004-03-10
74374,https://dadosabertos.camara.leg.br/api/v2/deputados/74374,GERALDO RESENDE,PPS,https://dadosabertos.camara.leg.br/api/v2/partidos/36813,MS,52,dep.geraldoresende@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/74374.jpgmaior.jpg,Vice-Líder,Partido Político,PPS,https://dadosabertos.camara.leg.br/api/v2/partidos/36813,2003-02-19,2004-03-10
74265,https://dadosabertos.camara.leg.br/api/v2/deputados/74265,DIMAS RAMALHO,PPS,https://dadosabertos.camara.leg.br/api/v2/partidos/36813,SP,52,,https://www.camara.leg.br/internet/deputado/bandep/74265.jpgmaior.jpg,Vice-Líder,Partido Político,PPS,https://dadosabertos.camara.leg.br/api/v2/partidos/36813,2003-02-19,2004-03-10
74379,https://dadosabertos.camara.leg.br/api/v2/deputados/74379,CEZAR SILVESTRI,PPS,https://dadosabertos.camara.leg.br/api/v2/partidos/36813,PR,52,,https://www.camara.leg.br/internet/deputado/bandep/74379.jpgmaior.jpg,Vice-Líder,Partido Político,PPS,https://dadosabertos.camara.leg.br/api/v2/partidos/36813,2003-02-19,2003-02-25
74665,https://dadosabertos.camara.leg.br/api/v2/deputados/74665,JAIME MARTINS,PR,https://dadosabertos.camara.leg.br/api/v2/partidos/36814,MG,52,,https://www.camara.leg.br/internet/deputado/bandep/74665.jpgmaior.jpg,Vice-Líder,Partido Político,PL*,https://dadosabertos.camara.leg.br/api/v2/partidos/36795,2003-02-19,2005-07-05
74779,https://dadosabertos.camara.leg.br/api/v2/deputados/74779,DR. HÉLIO,PDT,https://dadosabertos.camara.leg.br/api/v2/partidos/36786,SP,52,,https://www.camara.leg.br/internet/deputado/bandep/74779.jpgmaior.jpg,1º Vice-Líder,Partido Político,PDT,https://dadosabertos.camara.leg.br/api/v2/partidos/36786,2003-02-20,2004-02-12
73477,https://dadosabertos.camara.leg.br/api/v2/deputados/73477,ALCEU COLLARES,PDT,https://dadosabertos.camara.leg.br/api/v2/partidos/36786,RS,52,,https://www.camara.leg.br/internet/deputado/bandep/73477.jpgmaior.jpg,Vice-Líder,Partido Político,PDT,https://dadosabertos.camara.leg.br/api/v2/partidos/36786,2003-02-20,2004-03-03
74163,https://dadosabertos.camara.leg.br/api/v2/deputados/74163,MANATO,PDT,https://dadosabertos.camara.leg.br/api/v2/partidos/36786,ES,52,,https://www.camara.leg.br/internet/deputado/bandep/74163.jpgmaior.jpg,Vice-Líder,Partido Político,PDT,https://dadosabertos.camara.leg.br/api/v2/partidos/36786,2003-02-20,2004-03-03
73920,https://dadosabertos.camara.leg.br/api/v2/deputados/73920,DR. RODOLFO PEREIRA,PDT,https://dadosabertos.camara.leg.br/api/v2/partidos/36786,RR,52,,https://www.camara.leg.br/internet/deputado/bandep/73920.jpgmaior.jpg,Vice-Líder,Partido Político,PDT,https://dadosabertos.camara.leg.br/api/v2/partidos/36786,2003-02-20,2004-04-06
74520,https://dadosabertos.camara.leg.br/api/v2/deputados/74520,JOSÉ THOMAZ NONÔ,PFL,https://dadosabertos.camara.leg.br/api/v2/partidos/36790,AL,52,,https://www.camara.leg.br/internet/deputado/bandep/74520.jpgmaior.jpg,Vice-Líder,Partido Político,DEM,https://dadosabertos.camara.leg.br/api/v2/partidos/36769,2003-02-21,2004-05-05
74758,https://dadosabertos.camara.leg.br/api/v2/deputados/74758,ROBERTO BRANT,PFL,https://dadosabertos.camara.leg.br/api/v2/partidos/36790,MG,52,,https://www.camara.leg.br/internet/deputado/bandep/74758.jpgmaior.jpg,Vice-Líder,Partido Político,DEM,https://dadosabertos.camara.leg.br/api/v2/partidos/36769,2003-02-21,2005-02-15
74763,https://dadosabertos.camara.leg.br/api/v2/deputados/74763,SÉRGIO MIRANDA,PDT,https://dadosabertos.camara.leg.br/api/v2/partidos/36786,MG,52,,https://www.camara.leg.br/internet/deputado/bandep/74763.jpgmaior.jpg,Vice-Líder,Governo no CN,Governo no CN,,2003-02-25,2004-03-31
73904,https://dadosabertos.camara.leg.br/api/v2/deputados/73904,MENDES RIBEIRO FILHO,PMDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36800,RS,52,,https://www.camara.leg.br/internet/deputado/bandep/73904.jpgmaior.jpg,Vice-Líder,Partido Político,PMDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36800,2003-02-25,2007-01-31
74358,https://dadosabertos.camara.leg.br/api/v2/deputados/74358,AGNALDO MUNIZ,PP**,https://dadosabertos.camara.leg.br/api/v2/partidos/36809,RO,52,,https://www.camara.leg.br/internet/deputado/bandep/74358.jpgmaior.jpg,Vice-Líder,Partido Político,PPS,https://dadosabertos.camara.leg.br/api/v2/partidos/36813,2003-02-25,2004-03-10
74052,https://dadosabertos.camara.leg.br/api/v2/deputados/74052,BOSCO COSTA,PSDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36835,SE,52,dep.boscocosta@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/74052.jpgmaior.jpg,Vice-Líder,Partido Político,PSDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36835,2003-02-26,2004-05-06
73441,https://dadosabertos.camara.leg.br/api/v2/deputados/73441,CELSO RUSSOMANNO,PP**,https://dadosabertos.camara.leg.br/api/v2/partidos/36809,SP,52,dep.celsorussomanno@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/73441.jpgmaior.jpg,1º Vice-Líder,Partido Político,PP**,https://dadosabertos.camara.leg.br/api/v2/partidos/36809,2003-02-26,2005-01-11
74154,https://dadosabertos.camara.leg.br/api/v2/deputados/74154,JOÃO PAULO GOMES DA SILVA,PSB,https://dadosabertos.camara.leg.br/api/v2/partidos/36832,MG,52,,https://www.camara.leg.br/internet/deputado/bandep/74154.jpgmaior.jpg,Vice-Líder,Governo no CN,Governo no CN,,2003-02-27,2004-01-27
74039,https://dadosabertos.camara.leg.br/api/v2/deputados/74039,SANDRA ROSADO,PSB,https://dadosabertos.camara.leg.br/api/v2/partidos/36832,RN,52,,https://www.camara.leg.br/internet/deputado/bandep/74039.jpgmaior.jpg,Vice-Líder,Partido Político,PMDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36800,2003-03-10,2005-05-12
73941,https://dadosabertos.camara.leg.br/api/v2/deputados/73941,JOÃO CORREIA,PMDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36800,AC,52,,https://www.camara.leg.br/internet/deputado/bandep/73941.jpgmaior.jpg,Vice-Líder,Partido Político,PMDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36800,2003-03-10,2003-08-28
74040,https://dadosabertos.camara.leg.br/api/v2/deputados/74040,BENJAMIN MARANHÃO,PMDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36800,PB,52,,https://www.camara.leg.br/internet/deputado/bandep/74040.jpgmaior.jpg,Vice-Líder,Partido Político,PMDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36800,2003-03-10,2007-01-31
74222,https://dadosabertos.camara.leg.br/api/v2/deputados/74222,ASDRUBAL BENTES,PMDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36800,PA,52,,https://www.camara.leg.br/internet/deputado/bandep/74222.jpgmaior.jpg,Vice-Líder,Partido Político,PMDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36800,2003-03-10,2007-01-31
74168,https://dadosabertos.camara.leg.br/api/v2/deputados/74168,ANDRÉ LUIZ,S.PART.,https://dadosabertos.camara.leg.br/api/v2/partidos/36852,RJ,52,,https://www.camara.leg.br/internet/deputado/bandep/74168.jpgmaior.jpg,Vice-Líder,Partido Político,PMDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36800,2003-03-10,2004-11-30
74386,https://dadosabertos.camara.leg.br/api/v2/deputados/74386,ADELOR VIEIRA,PMDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36800,SC,52,,https://www.camara.leg.br/internet/deputado/bandep/74386.jpgmaior.jpg,Vice-Líder,Partido Político,PMDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36800,2003-03-10,2007-01-31
73909,https://dadosabertos.camara.leg.br/api/v2/deputados/73909,OSVALDO BIOLCHI,PMDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36800,RS,52,,https://www.camara.leg.br/internet/deputado/bandep/73909.jpgmaior.jpg,Vice-Líder,Partido Político,PMDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36800,2003-03-11,2005-03-21
62926,https://dadosabertos.camara.leg.br/api/v2/deputados/62926,PASTOR REINALDO,PTB,https://dadosabertos.camara.leg.br/api/v2/partidos/36845,RS,52,,https://www.camara.leg.br/internet/deputado/bandep/62926.jpgmaior.jpg,Vice-Líder,Partido Político,PTB,https://dadosabertos.camara.leg.br/api/v2/partidos/36845,2003-03-11,2007-01-31
74474,https://dadosabertos.camara.leg.br/api/v2/deputados/74474,CARLOS EDUARDO CADOCA,PMDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36800,PE,52,,https://www.camara.leg.br/internet/deputado/bandep/74474.jpgmaior.jpg,Vice-Líder,Partido Político,PMDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36800,2003-03-12,2007-01-31
74287,https://dadosabertos.camara.leg.br/api/v2/deputados/74287,JOSÉ ROBERTO ARRUDA,PFL,https://dadosabertos.camara.leg.br/api/v2/partidos/36790,DF,52,,https://www.camara.leg.br/internet/deputado/bandep/74287.jpgmaior.jpg,Vice-Líder,Partido Político,DEM,https://dadosabertos.camara.leg.br/api/v2/partidos/36769,2003-03-12,2005-07-12
73546,https://dadosabertos.camara.leg.br/api/v2/deputados/73546,LUIZ CARLOS SANTOS,PFL,https://dadosabertos.camara.leg.br/api/v2/partidos/36790,SP,52,,https://www.camara.leg.br/internet/deputado/bandep/73546.jpgmaior.jpg,Vice-Líder,Partido Político,DEM,https://dadosabertos.camara.leg.br/api/v2/partidos/36769,2003-03-12,2007-01-31
74375,https://dadosabertos.camara.leg.br/api/v2/deputados/74375,MURILO ZAUITH,PFL,https://dadosabertos.camara.leg.br/api/v2/partidos/36790,MS,52,,https://www.camara.leg.br/internet/deputado/bandep/74375.jpgmaior.jpg,Vice-Líder,Partido Político,DEM,https://dadosabertos.camara.leg.br/api/v2/partidos/36769,2003-03-12,2005-09-05
73592,https://dadosabertos.camara.leg.br/api/v2/deputados/73592,KÁTIA ABREU,PFL,https://dadosabertos.camara.leg.br/api/v2/partidos/36790,TO,52,,https://www.camara.leg.br/internet/deputado/bandep/73592.jpgmaior.jpg,Vice-Líder,Partido Político,DEM,https://dadosabertos.camara.leg.br/api/v2/partidos/36769,2003-03-12,2006-05-31
74554,https://dadosabertos.camara.leg.br/api/v2/deputados/74554,JOSÉ ROCHA,PFL,https://dadosabertos.camara.leg.br/api/v2/partidos/36790,BA,52,dep.joserocha@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/74554.jpgmaior.jpg,Vice-Líder,Partido Político,DEM,https://dadosabertos.camara.leg.br/api/v2/partidos/36769,2003-03-12,2007-01-31
74058,https://dadosabertos.camara.leg.br/api/v2/deputados/74058,ANTONIO CARLOS MAGALHÃES NETO,PFL,https://dadosabertos.camara.leg.br/api/v2/partidos/36790,BA,52,,https://www.camara.leg.br/internet/deputado/bandep/74058.jpgmaior.jpg,Vice-Líder,Partido Político,DEM,https://dadosabertos.camara.leg.br/api/v2/partidos/36769,2003-03-12,2007-01-31
74848,https://dadosabertos.camara.leg.br/api/v2/deputados/74848,JANDIRA FEGHALI,PCdoB,https://dadosabertos.camara.leg.br/api/v2/partidos/36779,RJ,52,dep.jandirafeghali@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/74848.jpgmaior.jpg,Vice-Líder,Partido Político,PCdoB,https://dadosabertos.camara.leg.br/api/v2/partidos/36779,2003-03-12,2003-10-02
74060,https://dadosabertos.camara.leg.br/api/v2/deputados/74060,DANIEL ALMEIDA,PCdoB,https://dadosabertos.camara.leg.br/api/v2/partidos/36779,BA,52,dep.danielalmeida@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/74060.jpgmaior.jpg,Vice-Líder,Partido Político,PCdoB,https://dadosabertos.camara.leg.br/api/v2/partidos/36779,2003-03-12,2004-04-01
74357,https://dadosabertos.camara.leg.br/api/v2/deputados/74357,VANESSA GRAZZIOTIN,PCdoB,https://dadosabertos.camara.leg.br/api/v2/partidos/36779,AM,52,,https://www.camara.leg.br/internet/deputado/bandep/74357.jpgmaior.jpg,Vice-Líder,Partido Político,PCdoB,https://dadosabertos.camara.leg.br/api/v2/partidos/36779,2003-03-12,2004-04-01
74399,https://dadosabertos.camara.leg.br/api/v2/deputados/74399,ONYX LORENZONI,PFL,https://dadosabertos.camara.leg.br/api/v2/partidos/36790,RS,52,,https://www.camara.leg.br/internet/deputado/bandep/74399.jpgmaior.jpg,Vice-Líder,Partido Político,DEM,https://dadosabertos.camara.leg.br/api/v2/partidos/36769,2003-03-12,2007-01-31
74778,https://dadosabertos.camara.leg.br/api/v2/deputados/74778,GILBERTO KASSAB,PFL,https://dadosabertos.camara.leg.br/api/v2/partidos/36790,SP,52,,https://www.camara.leg.br/internet/deputado/bandep/74778.jpgmaior.jpg,Vice-Líder,Partido Político,DEM,https://dadosabertos.camara.leg.br/api/v2/partidos/36769,2003-03-12,2004-03-25
74387,https://dadosabertos.camara.leg.br/api/v2/deputados/74387,IVAN RANZOLIN,PFL,https://dadosabertos.camara.leg.br/api/v2/partidos/36790,SC,52,,https://www.camara.leg.br/internet/deputado/bandep/74387.jpgmaior.jpg,Vice-Líder,Partido Político,PP**,https://dadosabertos.camara.leg.br/api/v2/partidos/36809,2003-03-13,2005-06-06
74480,https://dadosabertos.camara.leg.br/api/v2/deputados/74480,FRANCISCO APPIO,PP**,https://dadosabertos.camara.leg.br/api/v2/partidos/36809,RS,52,,https://www.camara.leg.br/internet/deputado/bandep/74480.jpgmaior.jpg,Vice-Líder,Partido Político,PP**,https://dadosabertos.camara.leg.br/api/v2/partidos/36809,2003-03-13,2006-03-07
74844,https://dadosabertos.camara.leg.br/api/v2/deputados/74844,FRANCISCO DORNELLES,PP**,https://dadosabertos.camara.leg.br/api/v2/partidos/36809,RJ,52,,https://www.camara.leg.br/internet/deputado/bandep/74844.jpgmaior.jpg,Vice-Líder,Partido Político,PP**,https://dadosabertos.camara.leg.br/api/v2/partidos/36809,2003-03-13,2006-03-07
74635,https://dadosabertos.camara.leg.br/api/v2/deputados/74635,MÁRIO NEGROMONTE,PP**,https://dadosabertos.camara.leg.br/api/v2/partidos/36809,BA,52,,https://www.camara.leg.br/internet/deputado/bandep/74635.jpgmaior.jpg,Vice-Líder,Partido Político,PP**,https://dadosabertos.camara.leg.br/api/v2/partidos/36809,2003-03-13,2005-01-11
74297,https://dadosabertos.camara.leg.br/api/v2/deputados/74297,JOSÉ LINHARES,PP**,https://dadosabertos.camara.leg.br/api/v2/partidos/36809,CE,52,,https://www.camara.leg.br/internet/deputado/bandep/74297.jpgmaior.jpg,Vice-Líder,Partido Político,PP**,https://dadosabertos.camara.leg.br/api/v2/partidos/36809,2003-03-13,2006-03-07
74759,https://dadosabertos.camara.leg.br/api/v2/deputados/74759,ROMEL ANIZIO,PP**,https://dadosabertos.camara.leg.br/api/v2/partidos/36809,MG,52,,https://www.camara.leg.br/internet/deputado/bandep/74759.jpgmaior.jpg,Vice-Líder,Partido Político,PP**,https://dadosabertos.camara.leg.br/api/v2/partidos/36809,2003-03-13,2006-03-07
73433,https://dadosabertos.camara.leg.br/api/v2/deputados/73433,ARLINDO CHINAGLIA,PT,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,SP,52,dep.arlindochinaglia@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/73433.jpgmaior.jpg,Vice-Líder,Partido Político,PT,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,2003-03-13,2004-01-29
73683,https://dadosabertos.camara.leg.br/api/v2/deputados/73683,ARY VANAZZI,PT,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,RS,52,,https://www.camara.leg.br/internet/deputado/bandep/73683.jpgmaior.jpg,Vice-Líder,Partido Político,PT,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,2003-03-13,2004-03-18
73469,https://dadosabertos.camara.leg.br/api/v2/deputados/73469,CARLITO MERSS,PT,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,SC,52,,https://www.camara.leg.br/internet/deputado/bandep/73469.jpgmaior.jpg,Vice-Líder,Partido Político,PT,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,2003-03-13,2004-03-18
74264,https://dadosabertos.camara.leg.br/api/v2/deputados/74264,DEVANIR RIBEIRO,PT,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,SP,52,,https://www.camara.leg.br/internet/deputado/bandep/74264.jpgmaior.jpg,Vice-Líder,Partido Político,PT,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,2003-03-13,2004-03-18
74037,https://dadosabertos.camara.leg.br/api/v2/deputados/74037,FÁTIMA BEZERRA,PT,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,RN,52,,https://www.camara.leg.br/internet/deputado/bandep/74037.jpgmaior.jpg,Vice-Líder,Partido Político,PT,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,2003-03-13,2004-03-18
74417,https://dadosabertos.camara.leg.br/api/v2/deputados/74417,FERNANDO FERRO,PT,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,PE,52,,https://www.camara.leg.br/internet/deputado/bandep/74417.jpgmaior.jpg,Vice-Líder,Partido Político,PT,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,2003-03-13,2004-03-18
74581,https://dadosabertos.camara.leg.br/api/v2/deputados/74581,GILMAR MACHADO,PT,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,MG,52,,https://www.camara.leg.br/internet/deputado/bandep/74581.jpgmaior.jpg,Vice-Líder,Partido Político,PT,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,2003-03-13,2004-03-18
73482,https://dadosabertos.camara.leg.br/api/v2/deputados/73482,HENRIQUE FONTANA,PT,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,RS,52,,https://www.camara.leg.br/internet/deputado/bandep/73482.jpgmaior.jpg,Vice-Líder,Partido Político,PT,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,2003-03-13,2004-03-18
74162,https://dadosabertos.camara.leg.br/api/v2/deputados/74162,IRINY LOPES,PT,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,ES,52,,https://www.camara.leg.br/internet/deputado/bandep/74162.jpgmaior.jpg,Vice-Líder,Partido Político,PT,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,2003-03-13,2004-03-18
73531,https://dadosabertos.camara.leg.br/api/v2/deputados/73531,IVAN VALENTE,PSOL,https://dadosabertos.camara.leg.br/api/v2/partidos/36839,SP,52,dep.ivanvalente@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/73531.jpgmaior.jpg,Vice-Líder,Partido Político,PT,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,2003-03-13,2004-03-18
73572,https://dadosabertos.camara.leg.br/api/v2/deputados/73572,JOÃO MAGNO,PT,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,MG,52,,https://www.camara.leg.br/internet/deputado/bandep/73572.jpgmaior.jpg,Vice-Líder,Partido Político,PT,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,2003-03-13,2004-03-18
74858,https://dadosabertos.camara.leg.br/api/v2/deputados/74858,LINDBERG FARIAS,PT,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,RJ,52,dep.lindbergfarias@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/74858.jpgmaior.jpg,Vice-Líder,Partido Político,PT,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,2003-03-13,2004-03-18
73474,https://dadosabertos.camara.leg.br/api/v2/deputados/73474,LUCI CHOINACKI,PT,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,SC,52,,https://www.camara.leg.br/internet/deputado/bandep/73474.jpgmaior.jpg,Vice-Líder,Partido Político,PT,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,2003-03-13,2004-03-18
74688,https://dadosabertos.camara.leg.br/api/v2/deputados/74688,LUIZ SÉRGIO,PT,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,RJ,52,,https://www.camara.leg.br/internet/deputado/bandep/74688.jpgmaior.jpg,Vice-Líder,Partido Político,PT,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,2003-03-13,2004-03-18
74045,https://dadosabertos.camara.leg.br/api/v2/deputados/74045,MAURÍCIO RANDS,PT,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,PE,52,,https://www.camara.leg.br/internet/deputado/bandep/74045.jpgmaior.jpg,Vice-Líder,Partido Político,PT,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,2003-03-13,2004-03-18
73784,https://dadosabertos.camara.leg.br/api/v2/deputados/73784,PAULO BERNARDO,PT,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,PR,52,,https://www.camara.leg.br/internet/deputado/bandep/73784.jpgmaior.jpg,Vice-Líder,Partido Político,PT,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,2003-03-13,2004-03-18
74754,https://dadosabertos.camara.leg.br/api/v2/deputados/74754,PAULO DELGADO,PT,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,MG,52,,https://www.camara.leg.br/internet/deputado/bandep/74754.jpgmaior.jpg,Vice-Líder,Partido Político,PT,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,2003-03-13,2004-03-18
74400,https://dadosabertos.camara.leg.br/api/v2/deputados/74400,PAULO PIMENTA,PT,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,RS,52,,https://www.camara.leg.br/internet/deputado/bandep/74400.jpgmaior.jpg,Vice-Líder,Partido Político,PT,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,2003-03-13,2004-03-18
74082,https://dadosabertos.camara.leg.br/api/v2/deputados/74082,PAULO ROCHA,PT,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,PA,52,,https://www.camara.leg.br/internet/deputado/bandep/74082.jpgmaior.jpg,Vice-Líder,Partido Político,PT,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,2003-03-13,2004-03-18
74371,https://dadosabertos.camara.leg.br/api/v2/deputados/74371,RUBENS OTONI,PT,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,GO,52,dep.rubensotoni@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/74371.jpgmaior.jpg,Vice-Líder,Partido Político,PT,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,2003-03-13,2004-03-18
73561,https://dadosabertos.camara.leg.br/api/v2/deputados/73561,TELMA DE SOUZA,PT,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,SP,52,,https://www.camara.leg.br/internet/deputado/bandep/73561.jpgmaior.jpg,Vice-Líder,Partido Político,PT,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,2003-03-13,2004-03-18
74218,https://dadosabertos.camara.leg.br/api/v2/deputados/74218,WALTER PINHEIRO,PT,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,BA,52,,https://www.camara.leg.br/internet/deputado/bandep/74218.jpgmaior.jpg,Vice-Líder,Partido Político,PT,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,2003-03-13,2004-03-18
74145,https://dadosabertos.camara.leg.br/api/v2/deputados/74145,ZEZÉU RIBEIRO,PT,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,BA,52,,https://www.camara.leg.br/internet/deputado/bandep/74145.jpgmaior.jpg,Vice-Líder,Partido Político,PT,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,2003-03-13,2004-03-18
74813,https://dadosabertos.camara.leg.br/api/v2/deputados/74813,RONALDO CAIADO,PFL,https://dadosabertos.camara.leg.br/api/v2/partidos/36790,GO,52,,https://www.camara.leg.br/internet/deputado/bandep/74813.jpgmaior.jpg,Vice-Líder,Partido Político,DEM,https://dadosabertos.camara.leg.br/api/v2/partidos/36769,2003-03-13,2005-03-08
74660,https://dadosabertos.camara.leg.br/api/v2/deputados/74660,HERCULANO ANGHINETTI,PP**,https://dadosabertos.camara.leg.br/api/v2/partidos/36809,MG,52,,https://www.camara.leg.br/internet/deputado/bandep/74660.jpgmaior.jpg,Vice-Líder,Partido Político,PP**,https://dadosabertos.camara.leg.br/api/v2/partidos/36809,2003-03-13,2004-04-06
74557,https://dadosabertos.camara.leg.br/api/v2/deputados/74557,RICARDO FIUZA,PP**,https://dadosabertos.camara.leg.br/api/v2/partidos/36809,PE,52,,https://www.camara.leg.br/internet/deputado/bandep/74557.jpgmaior.jpg,Vice-Líder,Partido Político,PP**,https://dadosabertos.camara.leg.br/api/v2/partidos/36809,2003-03-13,2005-04-15
73788,https://dadosabertos.camara.leg.br/api/v2/deputados/73788,RICARDO BARROS,PP**,https://dadosabertos.camara.leg.br/api/v2/partidos/36809,PR,52,,https://www.camara.leg.br/internet/deputado/bandep/73788.jpgmaior.jpg,Vice-Líder,Partido Político,PP**,https://dadosabertos.camara.leg.br/api/v2/partidos/36809,2003-03-13,2005-01-11
74372,https://dadosabertos.camara.leg.br/api/v2/deputados/74372,SANDES JÚNIOR,PP**,https://dadosabertos.camara.leg.br/api/v2/partidos/36809,GO,52,,https://www.camara.leg.br/internet/deputado/bandep/74372.jpgmaior.jpg,Vice-Líder,Partido Político,PP**,https://dadosabertos.camara.leg.br/api/v2/partidos/36809,2003-03-13,2004-04-06
